schedule_id,user_id,fund_id,sip_amount,frequency,debit_day,next_debit,bank_account,status
5100,5553,123,10000,MONTHLY,13,2025-11-05,Kotak-9442273893,PAUSED
5101,1682,54,1500,QUARTERLY,20,2025-10-07,PNB-2066949210,CANCELLED
5102,3356,121,10000,MONTHLY,12,2025-01-08,BOB-3125886704,ACTIVE
5103,5237,230,5000,YEARLY,6,2025-06-13,ICICI-1946460898,ACTIVE
5104,4115,179,3000,MONTHLY,5,2025-02-19,Axis-8482539156,ACTIVE
5105,7086,84,500,MONTHLY,14,2025-03-26,BOB-4807401604,ACTIVE
5106,202,108,10000,MONTHLY,23,2025-05-13,PNB-3247134513,COMPLETED
5107,4995,201,1500,MONTHLY,17,2025-03-29,Indian Bank-3323808900,ACTIVE
5108,3067,94,2000,MONTHLY,24,2025-06-27,BOB-3476221045,PAUSED
5109,7403,6,5000,MONTHLY,25,2025-08-08,ICICI-9382685353,ACTIVE
5110,6235,5,1500,MONTHLY,17,2025-01-31,PNB-5878580061,ACTIVE
5111,3324,240,2000,YEARLY,23,2025-12-07,HDFC-1086272844,ACTIVE
5112,3244,218,5000,MONTHLY,5,2025-11-22,Union Bank-4330486618,PAUSED
5113,1564,213,2000,HALF_YEARLY,28,2025-05-27,Union Bank-8546771705,PAUSED
5114,8927,131,1000,MONTHLY,23,2025-12-12,Canara-1385471614,COMPLETED
5115,9669,151,3000,MONTHLY,18,2025-08-30,SBI-2429241612,ACTIVE
5116,8842,240,10000,MONTHLY,19,2025-10-09,HDFC-7922382969,PAUSED
5117,5409,116,10000,MONTHLY,23,2025-07-06,Axis-6965370961,PAUSED
5118,5443,30,2000,MONTHLY,6,2025-11-17,PNB-1725987965,ACTIVE
5119,3368,201,5000,MONTHLY,9,2025-07-28,Kotak-5220135407,ACTIVE
5120,6335,32,2000,MONTHLY,7,2025-09-23,SBI-9343618173,ACTIVE
5121,7087,146,3000,MONTHLY,19,2025-11-30,Axis-2459727075,ACTIVE
5122,6297,169,3000,MONTHLY,28,2025-09-28,Axis-3647215340,ACTIVE
5123,2388,250,500,MONTHLY,19,2025-09-22,Canara-6091860322,ACTIVE
5124,8117,204,1000,MONTHLY,26,2025-02-24,SBI-5348512043,ACTIVE
5125,5457,167,1500,MONTHLY,21,2025-08-01,ICICI-2288844584,ACTIVE
5126,5229,44,3000,MONTHLY,18,2025-09-28,BOB-9597112583,COMPLETED
5127,8986,228,10000,MONTHLY,17,2025-09-23,Canara-1294590597,PAUSED
5128,60,118,5000,MONTHLY,4,2025-05-25,Indian Bank-5118197472,ACTIVE
5129,421,63,500,MONTHLY,25,2025-07-31,BOB-7466454331,ACTIVE
5130,4457,54,10000,MONTHLY,26,2025-09-07,ICICI-1852138840,ACTIVE
5131,8100,127,10000,MONTHLY,28,2025-08-02,Axis-5092195890,ACTIVE
5132,1191,184,500,QUARTERLY,19,2025-02-08,BOB-9125680291,ACTIVE
5133,765,198,2000,MONTHLY,19,2025-08-29,Indian Bank-8607929319,ACTIVE
5134,4284,46,3000,MONTHLY,4,2025-10-12,HDFC-1141506956,PAUSED
5135,7742,72,500,MONTHLY,15,2025-03-27,Indian Bank-1980960920,ACTIVE
5136,6332,92,1500,MONTHLY,20,2025-12-21,Union Bank-1932881888,ACTIVE
5137,3482,28,3000,MONTHLY,5,2025-02-06,Union Bank-5367815942,ACTIVE
5138,4006,223,3000,MONTHLY,5,2025-09-10,PNB-9930762604,ACTIVE
5139,2733,7,10000,MONTHLY,14,2025-04-22,SBI-6931585562,ACTIVE
5140,7431,43,3000,MONTHLY,13,2025-02-15,BOB-7763692591,ACTIVE
5141,697,5,3000,MONTHLY,27,2025-02-05,Union Bank-2390942629,ACTIVE
5142,2784,40,500,MONTHLY,7,2025-10-06,SBI-1137391294,ACTIVE
5143,9269,168,1500,MONTHLY,18,2025-02-16,Indian Bank-8540104343,ACTIVE
5144,6350,22,10000,MONTHLY,28,2025-12-27,Axis-9313644461,ACTIVE
5145,8044,41,1500,MONTHLY,2,2025-11-20,Kotak-5325893810,ACTIVE
5146,3354,177,1000,YEARLY,22,2025-06-29,Axis-2556581277,ACTIVE
5147,6591,182,1500,YEARLY,6,2025-08-04,ICICI-5448157321,PAUSED
5148,9441,70,1000,MONTHLY,13,2025-03-03,Union Bank-9136235231,ACTIVE
5149,5537,26,500,MONTHLY,7,2025-04-24,ICICI-2903229257,ACTIVE
5150,9610,214,500,MONTHLY,27,2025-03-18,Kotak-9990927430,PAUSED
5151,5538,146,2000,MONTHLY,21,2025-12-15,Canara-1214266166,ACTIVE
5152,3692,170,1500,MONTHLY,17,2025-07-05,Union Bank-3598506298,ACTIVE
5153,8264,5,10000,MONTHLY,23,2025-01-06,SBI-5732932282,ACTIVE
5154,6180,125,5000,MONTHLY,12,2025-01-23,HDFC-3231300341,ACTIVE
5155,4391,101,1000,MONTHLY,12,2025-01-03,SBI-8911916968,ACTIVE
5156,4759,100,500,MONTHLY,28,2025-05-28,ICICI-3567555234,ACTIVE
5157,2772,1,500,MONTHLY,4,2025-07-12,PNB-3594156388,ACTIVE
5158,260,216,10000,MONTHLY,20,2025-02-27,Union Bank-2475517503,CANCELLED
5159,9477,237,2000,MONTHLY,6,2025-07-19,Union Bank-4446339675,ACTIVE
5160,1543,227,5000,MONTHLY,13,2025-11-28,ICICI-9357636067,COMPLETED
5161,9898,173,3000,QUARTERLY,14,2025-06-27,Canara-5109485645,ACTIVE
5162,58,66,500,QUARTERLY,28,2025-10-12,Union Bank-4557971799,ACTIVE
5163,5561,59,10000,MONTHLY,10,2025-09-07,Canara-6379538484,ACTIVE
5164,7685,30,1500,MONTHLY,22,2025-10-26,Union Bank-6568824977,ACTIVE
5165,5819,4,1000,MONTHLY,18,2025-01-27,SBI-4855735416,COMPLETED
5166,9548,90,1500,MONTHLY,10,2025-08-29,Axis-9235124823,ACTIVE
5167,7358,177,1000,MONTHLY,5,2025-10-31,Kotak-1398727696,COMPLETED
5168,9998,7,1500,MONTHLY,19,2025-09-24,ICICI-5795020588,ACTIVE
5169,4869,114,2000,MONTHLY,2,2025-03-19,Axis-2269599392,ACTIVE
5170,7011,4,1000,MONTHLY,6,2025-03-30,PNB-3827888452,ACTIVE
5171,1529,116,3000,MONTHLY,14,2025-04-06,ICICI-7768858315,ACTIVE
5172,1135,126,500,MONTHLY,12,2025-05-17,SBI-5450325533,ACTIVE
5173,4394,142,2000,MONTHLY,6,2025-10-11,HDFC-1876886485,ACTIVE
5174,6654,159,10000,HALF_YEARLY,21,2025-02-22,SBI-7807706649,ACTIVE
5175,5800,112,10000,QUARTERLY,4,2025-03-11,SBI-6938941594,ACTIVE
5176,6698,215,2000,MONTHLY,16,2025-07-12,Kotak-6822269001,ACTIVE
5177,783,143,5000,MONTHLY,9,2025-06-30,SBI-9343553617,ACTIVE
5178,9398,149,2000,QUARTERLY,19,2025-03-21,PNB-2855123934,ACTIVE
5179,8536,89,1500,MONTHLY,21,2025-06-21,HDFC-5952648649,ACTIVE
5180,2310,3,10000,MONTHLY,8,2025-04-06,BOB-3272452599,ACTIVE
5181,3043,136,10000,YEARLY,28,2025-04-16,Indian Bank-8992373428,ACTIVE
5182,7096,126,1000,QUARTERLY,8,2025-01-08,BOB-2243432379,ACTIVE
5183,7058,164,3000,MONTHLY,16,2025-08-26,Canara-9869824910,PAUSED
5184,2016,189,10000,MONTHLY,1,2025-06-18,SBI-2967947250,ACTIVE
5185,7947,76,5000,MONTHLY,25,2025-06-06,PNB-8944237914,ACTIVE
5186,1907,228,2000,MONTHLY,10,2025-05-07,BOB-3022175213,ACTIVE
5187,5001,63,5000,QUARTERLY,4,2025-12-21,PNB-7069440360,ACTIVE
5188,5153,154,3000,MONTHLY,15,2025-11-16,ICICI-8459765292,ACTIVE
5189,7797,56,2000,MONTHLY,6,2025-05-16,Axis-3644839079,ACTIVE
5190,661,84,5000,QUARTERLY,14,2025-07-27,PNB-9316839424,ACTIVE
5191,3827,79,2000,MONTHLY,7,2025-01-11,Union Bank-4676168535,ACTIVE
5192,9459,200,10000,MONTHLY,17,2025-08-16,Canara-9958655744,ACTIVE
5193,7069,9,3000,MONTHLY,12,2025-11-18,HDFC-4403503142,ACTIVE
5194,4392,48,5000,MONTHLY,28,2025-05-02,Canara-3841482312,ACTIVE
5195,8751,12,3000,YEARLY,3,2025-04-22,HDFC-6122943700,ACTIVE
5196,5644,221,10000,MONTHLY,22,2025-09-04,HDFC-3411786319,ACTIVE
5197,1072,28,2000,HALF_YEARLY,24,2025-05-27,Union Bank-1732615672,ACTIVE
5198,4184,119,5000,MONTHLY,18,2025-09-04,Axis-5814838846,PAUSED
5199,5303,239,2000,HALF_YEARLY,12,2025-08-02,Kotak-5251246604,ACTIVE
5200,1601,200,1500,MONTHLY,13,2025-09-20,BOB-7032388799,ACTIVE
5201,309,4,3000,MONTHLY,18,2025-11-28,BOB-3357159049,ACTIVE
5202,4886,141,3000,MONTHLY,22,2025-07-07,Union Bank-4822844188,ACTIVE
5203,7104,3,5000,MONTHLY,17,2025-09-29,SBI-9884265200,ACTIVE
5204,619,193,1500,HALF_YEARLY,22,2025-03-08,Kotak-6027143080,ACTIVE
5205,3363,68,10000,MONTHLY,23,2025-07-13,SBI-8766844904,PAUSED
5206,1282,68,3000,MONTHLY,19,2025-04-10,HDFC-4170267120,ACTIVE
5207,114,79,500,MONTHLY,11,2025-01-04,Axis-6282195056,ACTIVE
5208,1326,103,1500,MONTHLY,10,2025-09-08,Canara-8410341931,ACTIVE
5209,6671,143,1000,HALF_YEARLY,26,2025-02-19,Axis-4000689391,ACTIVE
5210,9149,27,1500,QUARTERLY,18,2025-02-08,PNB-6091267727,ACTIVE
5211,8765,64,1000,MONTHLY,2,2025-03-31,HDFC-5567524462,ACTIVE
5212,3908,63,5000,MONTHLY,17,2025-06-09,HDFC-7533091849,ACTIVE
5213,2532,131,500,MONTHLY,16,2025-06-08,Indian Bank-3185331278,ACTIVE
5214,497,64,2000,MONTHLY,19,2025-02-15,Canara-6340134175,ACTIVE
5215,3628,155,5000,MONTHLY,21,2025-10-04,PNB-5275813059,ACTIVE
5216,2544,248,5000,YEARLY,26,2025-04-05,Union Bank-5709027191,ACTIVE
5217,5708,64,10000,MONTHLY,19,2025-06-12,Axis-4131551431,ACTIVE
5218,2857,11,10000,MONTHLY,15,2025-03-27,Kotak-3916790007,ACTIVE
5219,2610,60,2000,MONTHLY,2,2025-12-22,Canara-9867036682,ACTIVE
5220,6320,126,5000,YEARLY,2,2025-02-13,Kotak-4645403096,ACTIVE
5221,15,66,10000,MONTHLY,10,2025-08-13,HDFC-2803149618,ACTIVE
5222,7315,79,1000,MONTHLY,17,2025-06-18,Canara-7683652010,ACTIVE
5223,7859,238,2000,YEARLY,8,2025-03-08,Union Bank-9698742755,ACTIVE
5224,3085,157,5000,MONTHLY,21,2025-12-18,PNB-6326527461,ACTIVE
5225,9538,13,1500,MONTHLY,14,2025-07-04,Union Bank-7651960431,ACTIVE
5226,6803,104,2000,MONTHLY,23,2025-05-05,Axis-8871781670,ACTIVE
5227,1403,232,1500,MONTHLY,28,2025-09-17,Kotak-7364506926,ACTIVE
5228,8126,228,1000,MONTHLY,17,2025-07-05,Indian Bank-6298758112,ACTIVE
5229,8406,234,1500,MONTHLY,23,2025-04-09,Union Bank-4882530458,ACTIVE
5230,6183,10,1500,MONTHLY,10,2025-03-08,Kotak-6078434293,PAUSED
5231,6389,128,500,YEARLY,21,2025-02-01,ICICI-4921243700,CANCELLED
5232,1777,186,5000,MONTHLY,1,2025-04-30,Union Bank-4281598142,ACTIVE
5233,42,58,1500,MONTHLY,27,2025-09-18,SBI-2097198071,ACTIVE
5234,7161,157,3000,MONTHLY,27,2025-10-09,SBI-6664306603,PAUSED
5235,249,135,10000,MONTHLY,14,2025-02-22,Indian Bank-3157956206,ACTIVE
5236,3386,174,3000,MONTHLY,3,2025-05-01,ICICI-2249540402,ACTIVE
5237,702,17,1500,MONTHLY,13,2025-07-11,Union Bank-7334124727,ACTIVE
5238,3477,163,500,MONTHLY,5,2025-10-12,HDFC-8156730400,ACTIVE
5239,53,201,10000,QUARTERLY,11,2025-07-21,SBI-9550129822,ACTIVE
5240,8575,184,500,MONTHLY,21,2025-05-26,HDFC-9713121808,ACTIVE
5241,6219,212,5000,MONTHLY,4,2025-07-28,HDFC-5223775814,ACTIVE
5242,6650,6,1500,MONTHLY,26,2025-12-21,ICICI-6903541025,ACTIVE
5243,9665,24,1000,MONTHLY,17,2025-02-13,Kotak-7234359235,ACTIVE
5244,5931,68,3000,MONTHLY,13,2025-01-09,Canara-6070889018,ACTIVE
5245,3185,61,1000,QUARTERLY,28,2025-09-26,BOB-9386353333,ACTIVE
5246,6180,186,3000,MONTHLY,2,2025-10-07,HDFC-3387891264,ACTIVE
5247,4738,164,1000,HALF_YEARLY,1,2025-04-09,Canara-7556021782,ACTIVE
5248,1726,36,3000,QUARTERLY,26,2025-07-19,HDFC-9016895081,ACTIVE
5249,2699,41,500,MONTHLY,21,2025-11-07,Axis-8249244683,ACTIVE
5250,1150,176,1500,YEARLY,6,2025-02-13,Axis-8357187289,ACTIVE
5251,7202,156,500,MONTHLY,20,2025-11-02,SBI-6766588090,ACTIVE
5252,9127,125,2000,MONTHLY,5,2025-05-08,SBI-9337176860,ACTIVE
5253,8633,250,5000,MONTHLY,7,2025-08-15,HDFC-4382292495,ACTIVE
5254,3869,103,2000,YEARLY,16,2025-08-22,Union Bank-7898601967,PAUSED
5255,3306,191,10000,MONTHLY,5,2025-03-09,Kotak-3059179159,ACTIVE
5256,9656,108,10000,MONTHLY,16,2025-06-10,PNB-5216823123,PAUSED
5257,494,215,1500,MONTHLY,20,2025-06-06,PNB-4962457585,ACTIVE
5258,4552,231,5000,MONTHLY,10,2025-04-15,BOB-7820431730,ACTIVE
5259,4569,245,2000,MONTHLY,4,2025-05-01,Canara-7532243279,PAUSED
5260,9902,150,3000,MONTHLY,13,2025-11-05,SBI-7520692807,ACTIVE
5261,1290,245,5000,MONTHLY,10,2025-03-04,BOB-3508628357,ACTIVE
5262,4675,157,10000,MONTHLY,2,2025-12-18,Kotak-7298418363,ACTIVE
5263,874,116,1500,MONTHLY,5,2025-07-05,Kotak-5941624239,ACTIVE
5264,1045,16,2000,QUARTERLY,20,2025-06-21,Kotak-7336166159,CANCELLED
5265,7478,82,3000,MONTHLY,3,2025-11-11,Axis-6379664069,ACTIVE
5266,3920,115,500,MONTHLY,18,2025-03-28,BOB-4882904502,ACTIVE
5267,6097,137,500,QUARTERLY,16,2025-09-03,Union Bank-7312278701,ACTIVE
5268,3136,148,1000,QUARTERLY,21,2025-12-11,Indian Bank-6679274066,COMPLETED
5269,7404,215,10000,MONTHLY,20,2025-09-02,Kotak-2051527751,ACTIVE
5270,7852,200,2000,MONTHLY,16,2025-02-04,BOB-7560647811,ACTIVE
5271,3809,204,1000,MONTHLY,8,2025-10-15,Canara-1512733498,ACTIVE
5272,3243,37,1500,MONTHLY,24,2025-07-29,ICICI-7104776645,ACTIVE
5273,4143,104,3000,MONTHLY,13,2025-07-07,Kotak-2343473834,ACTIVE
5274,4408,247,3000,MONTHLY,26,2025-05-08,Kotak-2233790300,ACTIVE
5275,7620,98,5000,MONTHLY,6,2025-01-25,BOB-9917454950,ACTIVE
5276,8701,158,1000,MONTHLY,8,2025-05-11,BOB-4939013522,ACTIVE
5277,9654,42,1000,QUARTERLY,27,2025-01-10,PNB-2380169201,ACTIVE
5278,5815,103,2000,MONTHLY,17,2025-08-07,Indian Bank-9931947679,ACTIVE
5279,3580,49,10000,MONTHLY,3,2025-06-11,ICICI-9373447094,PAUSED
5280,2013,238,1500,MONTHLY,11,2025-11-23,Union Bank-4442517732,ACTIVE
5281,8475,107,2000,MONTHLY,28,2025-02-17,ICICI-4650810955,PAUSED
5282,3707,62,10000,MONTHLY,27,2025-06-18,Canara-4884825240,ACTIVE
5283,9035,69,2000,YEARLY,9,2025-06-14,Union Bank-5655633608,PAUSED
5284,2872,227,5000,MONTHLY,19,2025-07-06,SBI-1280586400,ACTIVE
5285,8760,79,1000,MONTHLY,3,2025-11-22,Union Bank-8037048746,ACTIVE
5286,2303,55,1500,MONTHLY,9,2025-11-21,Canara-9149662726,ACTIVE
5287,1042,33,1000,MONTHLY,27,2025-12-04,SBI-7621306529,ACTIVE
5288,6740,117,1500,MONTHLY,22,2025-03-30,Canara-1222477899,PAUSED
5289,8406,159,3000,MONTHLY,6,2025-12-28,BOB-6205587187,PAUSED
5290,4296,212,1000,QUARTERLY,6,2025-06-25,Canara-9003666735,PAUSED
5291,39,128,10000,MONTHLY,23,2025-09-19,HDFC-8351288845,ACTIVE
5292,1196,63,2000,MONTHLY,24,2025-05-12,SBI-3656169812,ACTIVE
5293,5199,5,1000,MONTHLY,12,2025-12-24,BOB-9305481092,ACTIVE
5294,6844,183,500,MONTHLY,12,2025-02-09,ICICI-9689078038,ACTIVE
5295,7058,28,10000,MONTHLY,4,2025-11-16,PNB-2888192655,ACTIVE
5296,18,60,1500,MONTHLY,4,2025-06-11,BOB-8656088525,ACTIVE
5297,2093,141,1500,MONTHLY,1,2025-12-19,PNB-9852706700,COMPLETED
5298,3453,28,2000,MONTHLY,19,2025-07-01,SBI-2043403946,PAUSED
5299,5608,176,10000,MONTHLY,7,2025-10-25,SBI-8554873531,ACTIVE
5300,3428,243,2000,MONTHLY,6,2025-11-15,ICICI-9132977440,ACTIVE
5301,6025,181,3000,MONTHLY,12,2025-07-15,ICICI-7433112483,ACTIVE
5302,5655,188,10000,YEARLY,15,2025-10-07,Axis-2242470749,ACTIVE
5303,9476,175,3000,MONTHLY,12,2025-02-10,BOB-8567128058,ACTIVE
5304,8696,236,5000,QUARTERLY,6,2025-09-29,SBI-6755710053,ACTIVE
5305,8352,63,1000,MONTHLY,20,2025-08-17,BOB-4667640595,ACTIVE
5306,9216,111,10000,MONTHLY,27,2025-07-05,Indian Bank-7539645786,ACTIVE
5307,291,214,10000,MONTHLY,15,2025-05-30,PNB-8169650458,ACTIVE
5308,6180,164,1000,MONTHLY,15,2025-01-02,Axis-7474982778,ACTIVE
5309,7406,211,3000,QUARTERLY,11,2025-01-28,Indian Bank-3854138801,ACTIVE
5310,5594,227,1500,MONTHLY,22,2025-03-06,SBI-4913620061,PAUSED
5311,4711,54,10000,MONTHLY,19,2025-01-11,Canara-7584042978,ACTIVE
5312,8109,49,1000,MONTHLY,20,2025-03-27,SBI-8707002357,PAUSED
5313,4406,4,5000,MONTHLY,22,2025-09-02,Axis-3077846390,CANCELLED
5314,7,31,10000,MONTHLY,3,2025-04-03,SBI-7002490844,CANCELLED
5315,1180,189,1000,QUARTERLY,13,2025-11-13,Kotak-9512312925,ACTIVE
5316,6887,71,2000,MONTHLY,16,2025-02-03,SBI-6239323366,ACTIVE
5317,5598,108,3000,MONTHLY,12,2025-03-11,SBI-1827962737,ACTIVE
5318,1233,189,1000,MONTHLY,13,2025-02-10,BOB-2419615230,COMPLETED
5319,766,16,500,QUARTERLY,27,2025-09-10,Kotak-8283120444,ACTIVE
5320,618,141,1000,MONTHLY,13,2025-01-13,Kotak-3849461885,ACTIVE
5321,8041,36,2000,QUARTERLY,7,2025-03-08,Kotak-6500875940,ACTIVE
5322,6239,13,2000,MONTHLY,26,2025-07-21,SBI-3765510100,ACTIVE
5323,7425,136,500,MONTHLY,18,2025-11-13,ICICI-3333816262,ACTIVE
5324,7523,42,3000,MONTHLY,26,2025-11-08,SBI-4092351100,ACTIVE
5325,1557,117,1500,MONTHLY,2,2025-06-26,Canara-7999914203,ACTIVE
5326,5975,116,10000,MONTHLY,19,2025-01-11,Axis-8422692149,ACTIVE
5327,4580,197,10000,YEARLY,16,2025-11-05,HDFC-3687853082,ACTIVE
5328,7915,136,1500,MONTHLY,10,2025-10-04,Canara-4311045176,ACTIVE
5329,4736,81,1500,QUARTERLY,27,2025-04-20,Axis-5401501813,ACTIVE
5330,8923,45,500,MONTHLY,1,2025-08-26,SBI-8598887498,ACTIVE
5331,4291,115,2000,QUARTERLY,12,2025-04-14,Indian Bank-2822728685,ACTIVE
5332,5596,21,10000,YEARLY,4,2025-08-30,ICICI-1868967049,ACTIVE
5333,5718,130,10000,YEARLY,6,2025-02-15,Union Bank-9511964909,COMPLETED
5334,4067,222,10000,HALF_YEARLY,1,2025-10-06,SBI-9237853314,ACTIVE
5335,214,138,5000,MONTHLY,23,2025-09-21,Canara-5383864529,ACTIVE
5336,3796,16,2000,MONTHLY,13,2025-06-13,Union Bank-1429168782,ACTIVE
5337,6631,133,3000,QUARTERLY,4,2025-01-01,Indian Bank-9040508969,COMPLETED
5338,7028,250,500,MONTHLY,8,2025-07-08,ICICI-9298352653,ACTIVE
5339,7400,30,10000,MONTHLY,3,2025-01-07,Union Bank-8064269678,ACTIVE
5340,5033,26,1500,QUARTERLY,10,2025-08-31,Axis-8902351211,ACTIVE
5341,9327,86,1500,YEARLY,7,2025-11-22,Union Bank-2472281100,ACTIVE
5342,7279,237,10000,MONTHLY,13,2025-10-03,Indian Bank-8278837449,ACTIVE
5343,3623,175,500,MONTHLY,27,2025-10-21,PNB-9162632179,ACTIVE
5344,2640,250,5000,MONTHLY,22,2025-11-30,Axis-4559287115,ACTIVE
5345,279,226,5000,MONTHLY,20,2025-06-30,SBI-5624288980,ACTIVE
5346,1600,159,1000,MONTHLY,20,2025-07-14,Axis-8088843915,ACTIVE
5347,8050,39,500,MONTHLY,11,2025-10-30,Canara-8323550212,ACTIVE
5348,3768,59,500,MONTHLY,26,2025-09-16,Kotak-4325662175,ACTIVE
5349,8971,189,1500,MONTHLY,25,2025-09-18,HDFC-8426796879,ACTIVE
5350,3163,7,1500,HALF_YEARLY,19,2025-10-01,SBI-6220384511,CANCELLED
5351,4492,209,1000,MONTHLY,19,2025-04-15,Canara-3265375014,ACTIVE
5352,8558,128,1500,MONTHLY,15,2025-11-12,Axis-8306950442,ACTIVE
5353,6954,119,10000,MONTHLY,13,2025-03-15,HDFC-8495531712,ACTIVE
5354,6670,74,3000,MONTHLY,16,2025-06-04,ICICI-5896516222,ACTIVE
5355,4946,134,5000,HALF_YEARLY,16,2025-01-13,Indian Bank-8939399474,ACTIVE
5356,2766,144,3000,MONTHLY,23,2025-10-29,SBI-4391401156,ACTIVE
5357,7178,123,10000,HALF_YEARLY,7,2025-04-25,HDFC-1413077604,ACTIVE
5358,9182,234,1000,MONTHLY,15,2025-07-21,Canara-6378629202,CANCELLED
5359,7662,109,1500,MONTHLY,11,2025-04-04,ICICI-7918576818,ACTIVE
5360,5425,241,3000,MONTHLY,25,2025-02-28,Canara-7342224454,ACTIVE
5361,1710,64,5000,MONTHLY,12,2025-12-19,ICICI-6702445495,ACTIVE
5362,478,183,5000,MONTHLY,21,2025-06-17,SBI-7183125377,ACTIVE
5363,8627,245,2000,MONTHLY,2,2025-09-06,Canara-2280403099,ACTIVE
5364,4092,31,500,MONTHLY,6,2025-08-22,Canara-4320116979,ACTIVE
5365,9940,74,1500,MONTHLY,18,2025-04-01,ICICI-3305328106,ACTIVE
5366,254,170,1500,MONTHLY,7,2025-07-06,Axis-8858597694,ACTIVE
5367,1748,207,5000,MONTHLY,9,2025-02-20,HDFC-3816580272,ACTIVE
5368,1636,75,3000,MONTHLY,22,2025-08-25,Axis-9931379629,ACTIVE
5369,9454,130,10000,MONTHLY,27,2025-11-30,Axis-6370430957,ACTIVE
5370,135,173,2000,MONTHLY,4,2025-03-10,Union Bank-9103069008,COMPLETED
5371,1723,235,1500,MONTHLY,11,2025-07-17,BOB-3536794972,ACTIVE
5372,4617,70,500,HALF_YEARLY,16,2025-10-19,Kotak-9598488806,ACTIVE
5373,8813,153,3000,MONTHLY,24,2025-03-23,ICICI-8998147048,ACTIVE
5374,1588,155,3000,MONTHLY,20,2025-07-19,PNB-1141461348,ACTIVE
5375,4016,119,1000,QUARTERLY,14,2025-05-09,PNB-8043555162,ACTIVE
5376,2122,135,3000,QUARTERLY,1,2025-03-28,Axis-6670416501,ACTIVE
5377,6784,12,1500,MONTHLY,1,2025-10-11,SBI-9700420758,PAUSED
5378,8613,197,500,MONTHLY,18,2025-09-19,SBI-1000218290,ACTIVE
5379,3197,117,2000,QUARTERLY,18,2025-03-20,BOB-8456765361,ACTIVE
5380,2533,14,2000,MONTHLY,25,2025-04-08,SBI-3329561494,PAUSED
5381,6949,147,1000,QUARTERLY,24,2025-03-29,ICICI-7830361496,ACTIVE
5382,6416,43,500,MONTHLY,4,2025-07-07,Kotak-3410792785,ACTIVE
5383,2079,117,5000,MONTHLY,24,2025-03-10,Indian Bank-7847691451,PAUSED
5384,2535,170,1500,MONTHLY,18,2025-07-29,Axis-4659200733,ACTIVE
5385,2745,181,3000,MONTHLY,13,2025-04-13,BOB-7616863418,ACTIVE
5386,4413,158,500,MONTHLY,11,2025-06-29,Indian Bank-6324725145,ACTIVE
5387,8593,130,3000,MONTHLY,12,2025-08-22,ICICI-6422587685,ACTIVE
5388,8449,209,500,MONTHLY,20,2025-02-19,Canara-5409833732,ACTIVE
5389,9095,125,5000,MONTHLY,12,2025-04-17,SBI-7816195081,ACTIVE
5390,9588,154,1500,MONTHLY,22,2025-01-30,Indian Bank-3828841430,ACTIVE
5391,3066,119,5000,MONTHLY,20,2025-09-18,Indian Bank-5706763383,ACTIVE
5392,4314,237,3000,YEARLY,18,2025-02-11,HDFC-5116298055,ACTIVE
5393,2650,132,1500,MONTHLY,9,2025-06-22,BOB-7372211221,ACTIVE
5394,704,216,2000,MONTHLY,2,2025-10-23,ICICI-7003643185,ACTIVE
5395,363,227,500,QUARTERLY,16,2025-12-03,ICICI-3843281768,ACTIVE
5396,339,21,10000,MONTHLY,19,2025-09-12,Kotak-6677088803,ACTIVE
5397,2407,169,1500,YEARLY,20,2025-03-07,PNB-8556503170,PAUSED
5398,6909,129,1500,MONTHLY,1,2025-12-26,BOB-1056962991,ACTIVE
5399,9210,29,10000,MONTHLY,5,2025-04-19,Canara-4022448898,ACTIVE
5400,4677,201,500,MONTHLY,16,2025-12-14,SBI-9208556709,ACTIVE
5401,652,101,1500,MONTHLY,21,2025-08-18,ICICI-8649772943,ACTIVE
5402,5891,208,1000,QUARTERLY,16,2025-12-19,Union Bank-7582716614,ACTIVE
5403,7506,99,1000,MONTHLY,8,2025-01-28,BOB-3654171863,PAUSED
5404,931,10,1000,MONTHLY,23,2025-12-20,Canara-7271526956,ACTIVE
5405,1319,130,500,MONTHLY,1,2025-05-16,ICICI-1673832361,ACTIVE
5406,9236,123,1000,YEARLY,12,2025-08-22,Axis-8843172614,COMPLETED
5407,3068,239,1500,YEARLY,17,2025-09-03,Canara-6829258154,ACTIVE
5408,8339,106,3000,MONTHLY,18,2025-06-15,Canara-6946447548,COMPLETED
5409,8208,123,1500,QUARTERLY,17,2025-03-27,Canara-7486045851,ACTIVE
5410,737,14,1500,MONTHLY,2,2025-03-31,PNB-8048360904,ACTIVE
5411,4085,62,3000,MONTHLY,10,2025-08-16,Indian Bank-7807373799,ACTIVE
5412,8335,74,1500,QUARTERLY,10,2025-08-22,SBI-6632283710,ACTIVE
5413,6319,55,500,MONTHLY,25,2025-04-11,Union Bank-9201295535,ACTIVE
5414,1076,134,5000,MONTHLY,4,2025-10-30,Canara-9051713668,ACTIVE
5415,5706,84,1000,MONTHLY,19,2025-05-24,ICICI-5033864217,ACTIVE
5416,4033,227,500,MONTHLY,21,2025-03-19,Kotak-7934415903,PAUSED
5417,7570,185,500,QUARTERLY,3,2025-02-11,BOB-6916008903,ACTIVE
5418,7550,76,500,QUARTERLY,27,2025-04-10,Canara-5175102238,PAUSED
5419,8516,85,500,YEARLY,20,2025-03-21,Union Bank-8600608726,ACTIVE
